S. No,Mol ID,SMILES,Atom ID,Aromatic,Strained,C_Mulliken Charge,AtomDegree,C_Effective Atom Polarizability,C_Partial Pi Charge ,C_Pi Electronegativity,C_SigmaElectonegativity,Hybridization,H_mulliken_charge,H_Effective Atom Polarizability,H_sigmaElectroNegativityDescriptor,NWChem,Avg_NWChem,BondLength,Exp1JCH,SigmaDeltaTheta,SigmaAbsDelthaTheta,Omega,MaxDeltaTheta
540,164_NWChem_1JCH_mulliken,[H]c1nc([H])sc1([H]),6,TRUE,FALSE,5.943,2,6.73225,-0.025678738,6.254927842,9.115250601,SP2,0.88586,4.244625,7.687005681,189.0859,189.0859,1.080918911,187,4.108510535,0,0,0
541,164_NWChem_1JCH_mulliken,[H]c1nc([H])sc1([H]),5,TRUE,FALSE,6.34684,2,7.81725,-0.027710925,5.94150889,8.745129705,SP2,0.86167,4.787125,7.609550141,193.6045,193.6045,1.078279907,190,10.17438737,0,0,0
542,164_NWChem_1JCH_mulliken,[H]c1nc([H])sc1([H]),7,TRUE,FALSE,6.136,2,7.5505,-0.017411214,6.497627113,9.398865075,SP2,0.8598,4.65375,7.731403766,220.2869,220.2869,1.08124148,213,5.001526352,0,0,0
543,165_NWChem_1JCH_mulliken,[H]c1nc([H])nc2nc([H])n([H])c12,9,TRUE,FALSE,5.97789,2,7.191375,-0.100538823,6.388845728,9.269576735,SP2,0.89116,4.4741875,7.694653284,181.862,181.862,1.086059496,187.2,1.086133252,0,0,0
544,165_NWChem_1JCH_mulliken,[H]c1nc([H])nc2nc([H])n([H])c12,10,TRUE,FALSE,5.92722,2,6.249125,-0.073943824,6.942073344,9.914434595,SP2,0.87696,4.0030625,7.817422161,206.9582,206.9582,1.084658875,187.2,-7.952074793,0,0,0
545,165_NWChem_1JCH_mulliken,[H]c1nc([H])nc2nc([H])n([H])c12,12,TRUE,FALSE,5.86947,2,6.4290625,-0.062086875,6.592290214,9.509881606,SP2,0.88199,4.09303125,7.766273211,211.227,211.227,1.080124358,213,5.991528919,0,0,0
546,166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),11,TRUE,FALSE,6.14297,2,8.10625,0,5.571178647,8.308449786,SP2,0.89716,4.931625,7.557343693,160.057,160.057,1.084087997,162.9,-0.57987555,0,0,0
547,166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),16,FALSE,FALSE,6.06547,2,8.1244375,0,5.616584251,8.36039054,SP2,0.88981,4.94071875,7.558463131,160.8096,160.8096,1.084861441,164.3,-0.84044325,0,0,0
548,166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),13,TRUE,FALSE,6.0898,2,7.36290625,0,5.515516455,8.242934742,SP2,0.88992,4.559953125,7.553726126,161.0369,161.0369,1.083219795,164.3,-0.785722662,0,0,0
549,166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),12,TRUE,FALSE,6.11994,2,7.4723125,-0.01923462,5.501430132,8.22669803,SP2,0.89188,4.61465625,7.553356325,162.4689,162.4689,1.0825937,164.3,0.203814492,0,0,0
550,166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),14,TRUE,FALSE,6.15208,2,7.8874375,-0.02170754,5.740065983,8.507351993,SP2,0.87356,4.82221875,7.569309395,164.9567,164.9567,1.082168351,165.3,0.969738473,0,0,0
551,166_NWChem_1JCH_mulliken,[H]C=1c2c([H])c([H])c([H])c([H])c2(OC(=O)C=1([H])),15,FALSE,FALSE,6.17621,2,7.18046875,-0.089720867,6.070050402,8.89225092,SP2,0.87549,4.468734375,7.59017549,172.3403,172.3403,1.081087563,172.4,-1.728014604,0,0,0
552,168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,12,TRUE,FALSE,6.14099,2,8.6826875,0,5.560583982,8.296899687,SP2,0.91317,5.21984375,7.557077614,158.1879,158.1879,1.080816134,164,-1.178809528,0,0,0
553,168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,16,TRUE,FALSE,6.13345,2,8.503875,0,5.555472204,8.291197285,SP2,0.89759,5.1304375,7.556961971,158.8784,158.8784,1.084538511,161,-1.162884335,0,0,0
554,168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,15,TRUE,FALSE,6.1515,2,8.503875,0,5.555301958,8.291025539,SP2,0.89946,5.1304375,7.556960606,159.4279,159.4279,1.084282239,161,-0.956294633,0,0,0
555,168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,13,TRUE,FALSE,6.1226,2,7.76053125,0,5.499659385,8.22575123,SP2,0.89405,4.758765625,7.553348327,159.9254,159.9254,1.083491192,160,-0.839549361,0,0,0
556,168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,14,TRUE,FALSE,6.12165,2,7.671125,0,5.499492176,8.225581335,SP2,0.89347,4.7140625,7.553346955,160.7239,160.7239,1.083162609,162,0.279510028,0,0,0
557,168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,17,TRUE,FALSE,6.13343,2,7.93934375,0,5.504860882,8.23154157,SP2,0.88974,4.848171875,7.553463542,162.0062,162.0062,1.08306754,164,0.208762696,0,0,0
558,168_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,18,TRUE,FALSE,6.10046,2,8.29696875,0,5.580383714,8.319196014,SP2,0.85996,5.026984375,7.557561319,164.7961,164.7961,1.083033285,159,-1.377532151,0,0,0
559,169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),17,TRUE,FALSE,6.17556,2,8.29696875,0,5.580290839,8.319091391,SP2,0.89291,5.026984375,7.557559032,158.1522,158.1522,1.084852383,164,-0.50576007,0,0,0
560,169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),15,TRUE,FALSE,6.15385,2,8.41446875,0,5.555132185,8.290853246,SP2,0.89848,5.085734375,7.556959214,159.6542,159.6542,1.084150386,161,-0.742236103,0,0,0
561,169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),14,TRUE,FALSE,6.10667,2,7.626421875,0,5.499487106,8.225577188,SP2,0.89327,4.691710938,7.553346944,159.6683,159.6683,1.083530395,161,-0.531595721,0,0,0
562,169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),16,TRUE,FALSE,6.18122,2,8.6826875,0,5.560516082,8.29682309,SP2,0.89723,5.21984375,7.557076006,160.08,160.08,1.084080606,162,-0.706520292,0,0,0
563,169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),13,TRUE,FALSE,6.11413,2,7.671125,0,5.499489602,8.225579238,SP2,0.89338,4.7140625,7.553346949,160.4994,160.4994,1.083289285,162,-0.252794457,0,0,0
564,169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),12,TRUE,FALSE,6.14283,2,8.503875,0,5.55529987,8.29102342,SP2,0.89466,5.1304375,7.556960589,160.6497,160.6497,1.084052696,161,-0.718593689,0,0,0
565,169_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),18,TRUE,FALSE,6.15996,2,9.0403125,0,5.636194988,8.384551372,SP2,0.86717,5.39865625,7.561178384,163.9468,163.9468,1.084140074,161,-0.904127474,0,0,0
566,170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],17,TRUE,FALSE,6.20535,2,8.14071875,-0.319797846,5.637541771,8.387365037,SP2,0.9134,4.948859375,7.562916904,154.446,154.446,1.084900262,156,-1.196011612,0,0,0
567,170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],11,TRUE,FALSE,6.14678,2,8.6045625,0,5.567686337,8.304474489,SP2,0.91847,5.18078125,7.557260974,154.6662,154.6662,1.082936385,156,-1.233334461,0,0,0
568,170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],16,TRUE,FALSE,6.13707,2,7.86121875,0,5.512080334,8.239012823,SP2,0.90049,4.809109375,7.553644118,157.4591,157.4591,1.083749159,159,-0.882317612,0,0,0
569,170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],14,TRUE,FALSE,6.15939,2,8.4648125,-0.039714834,5.556234722,8.291298089,SP2,0.90153,5.11090625,7.556962983,158.0944,158.0944,1.084459897,160,-1.339766679,0,0,0
570,170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],13,TRUE,FALSE,6.12283,2,7.65159375,0,5.500401586,8.225588399,SP2,0.89805,4.704296875,7.553346973,158.7271,158.7271,1.083596849,160,0.004245171,0,0,0
571,170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],12,TRUE,FALSE,6.13199,2,7.72146875,-0.039235481,5.500800159,8.226020077,SP2,0.89909,4.739234375,7.55335067,159.3313,159.3313,1.083438255,159,-0.210584999,0,0,0
572,170_NWChem_1JCH_mulliken,[H]c1c2c(c([H])c([H])c1([H]))c([H])c([H])c([H])c2N([H])[H],15,TRUE,FALSE,6.18575,2,8.4648125,-0.311246003,5.556640447,8.291735127,SP2,0.90379,5.11090625,7.556966658,160.9666,160.9666,1.083413474,161,0.123554379,0,0,0
573,171_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],14,TRUE,FALSE,6.12513,2,7.89025,0,5.527930695,8.256115414,SP2,0.90802,4.823625,7.555160606,156.2804,156.31265,1.084947566,156.1,-1.53211501,0,0,0
574,171_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],13,TRUE,FALSE,6.1248,2,7.89025,0,5.527930695,8.256115414,SP2,0.90772,4.823625,7.555160606,156.3449,156.31265,1.084951385,156.1,-1.52856632,0,0,0
575,171_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],10,TRUE,FALSE,6.1332,2,7.3643125,0,5.499939321,8.222883623,SP2,0.89934,4.56065625,7.553292363,157.5247,157.52615,1.084143963,157.7,-0.045440653,0,0,0
576,171_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],12,TRUE,FALSE,6.13317,2,7.3643125,0,5.499939321,8.222883623,SP2,0.89934,4.56065625,7.553292363,157.5276,157.52615,1.084163083,157.7,-0.046948173,0,0,0
577,171_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],11,TRUE,FALSE,6.11041,2,7.10134375,0,5.497798978,8.220341711,SP2,0.89742,4.429171875,7.553236379,158.033,158.033,1.083929914,158.1,0.450817804,0,0,0
578,172_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))C([H])([H])[H],9,TRUE,FALSE,6.16393,2,7.479125,0,5.520136118,8.246863678,SP2,0.90229,4.6180625,7.55485087,155.9207,155.9207,1.084864642,155.9,-1.025384563,0,0,0
579,172_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))C([H])([H])[H],8,TRUE,FALSE,6.11174,2,7.15875,0,5.49956537,8.22243952,SP2,0.89837,4.457875,7.5532855,157.6312,157.6312,1.083842486,157.6,-0.178452685,0,0,0
580,172_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))C([H])([H])[H],7,TRUE,FALSE,6.10635,2,6.9985625,0,5.49778193,8.220321464,SP2,0.89806,4.37778125,7.55323624,159.0685,159.0685,1.083466596,158.8,0.591175879,0,0,0
581,173_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(C#N)c([H])c1([H]),8,TRUE,FALSE,6.07965,2,7.006125,0,5.496286413,8.220847376,SP2,0.88883,4.3815625,7.553240446,161.2921,161.2921,1.08335642,162.4,-0.141828985,0,0,0
582,173_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(C#N)c([H])c1([H]),9,TRUE,FALSE,6.09924,2,7.173875,0,5.505586826,8.231482659,SP2,0.88706,4.4654375,7.553464476,162.4239,162.4239,1.083045773,163.7,-0.195400203,0,0,0
583,173_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(C#N)c([H])c1([H]),10,TRUE,FALSE,6.10826,2,7.509375,0,5.637901861,8.386408057,SP2,0.8774,4.6331875,7.561245545,165.2222,165.2222,1.082389581,165.3,0.297244106,0,0,0
584,174_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c([H])c1([H]),8,TRUE,FALSE,6.13877,2,7.553625,0,5.575436421,8.313666153,SP2,0.89347,4.6553125,7.557446744,157.9234,161.6364,1.085010334,161,-0.224677965,0,0,0
585,174_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c([H])c1([H]),10,TRUE,FALSE,6.07808,2,7.0171875,0,5.495000232,8.220515803,SP2,0.89117,4.38709375,7.553237712,159.4513,159.4513,1.083643291,160.4,-0.338429181,0,0,0
586,174_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c([H])c1([H]),11,TRUE,FALSE,6.10821,2,7.196,0,5.50002947,8.226132637,SP2,0.88988,4.4765,7.553351541,161.1449,161.21025,1.083338094,161.9,-0.04662084,0,0,0
587,174_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c([H])c1([H]),9,TRUE,FALSE,6.10777,2,7.196,0,5.50002947,8.226132637,SP2,0.89161,4.4765,7.553351541,161.2756,161.21025,1.083128624,161.9,0.325228752,0,0,0
588,174_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c([H])c1([H]),12,TRUE,FALSE,6.10258,2,7.553625,0,5.575436421,8.313666153,SP2,0.86285,4.6553125,7.557446744,165.3494,161.6364,1.083075702,161,0.120094284,0,0,0
589,175_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N([H])[H],9,TRUE,FALSE,6.18159,2,7.397375,-0.040772931,5.632626436,8.381771344,SP2,0.9079,4.5771875,7.562801121,154.8286,154.8286,1.084893449,156,-0.489559408,0,0,0
590,175_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N([H])[H],8,TRUE,FALSE,6.11018,2,7.117875,0,5.507337632,8.233600611,SP2,0.90033,4.4374375,7.553532082,156.8602,156.8602,1.083941712,156.9,-0.776752432,0,0,0
591,175_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N([H])[H],7,TRUE,FALSE,6.13099,2,6.978125,-0.03924198,5.496463989,8.221045028,SP2,0.89919,4.3675625,7.553242323,161.3879,161.3879,1.082621658,160.5,1.121906093,0,0,0
592,176_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N(O)O,9,TRUE,FALSE,6.08006,2,7.0369375,-0.022551458,5.498422013,8.221081652,SP2,0.88718,4.39696875,7.553242418,161.1114,161.1114,1.08328715,162.8,-0.316912206,0,0,0
593,176_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N(O)O,13,TRUE,FALSE,6.10063,2,7.2355,0,5.510211365,8.235081188,SP2,0.88658,4.49625,7.553544317,163.8095,163.8126,1.082768433,165.1,-0.191980031,0,0,0
594,176_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N(O)O,10,TRUE,FALSE,6.10061,2,7.2355,0,5.510211365,8.235081188,SP2,0.88658,4.49625,7.553544317,163.8157,163.8126,1.082781648,165.1,-0.19003699,0,0,0
595,176_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N(O)O,12,TRUE,FALSE,6.09732,2,7.632625,-0.020587459,5.674002081,8.429196857,SP2,0.85115,4.6948125,7.563808892,169.4899,169.49315,1.080421563,168.1,1.481414024,0,0,0
596,176_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))N(O)O,11,TRUE,FALSE,6.09733,2,7.632625,-0.020587459,5.674002081,8.429196857,SP2,0.85115,4.6948125,7.563808892,169.4964,169.49315,1.080460379,168.1,1.481376952,0,0,0
597,177_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1([H]),9,TRUE,FALSE,6.10246,2,7.1191875,0,5.515060108,8.242446968,SP2,0.89747,4.43809375,7.553722171,158.6519,158.6519,1.083691078,158.4,-0.295562847,0,0,0
598,177_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1([H]),10,TRUE,FALSE,6.17007,2,7.4,-0.023635239,5.730161559,8.4961551,SP2,0.88814,4.5785,7.569087002,159.2775,159.2775,1.08332194,158.5,0.344460021,0,0,0
599,177_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1([H]),8,TRUE,FALSE,6.10397,2,6.97878125,-0.021207694,5.496982874,8.221603028,SP2,0.89658,4.367890625,7.553246957,159.7953,159.7953,1.08327372,160.4,0.272443189,0,0,0
600,180_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))Cl,8,TRUE,FALSE,6.10176,2,7.333375,0,5.51046936,8.237124843,SP2,0.8914,4.5451875,7.553595074,160.8688,160.8688,1.08336771,161.4,-0.467833608,0,0,0
601,180_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))Cl,7,TRUE,FALSE,6.09487,2,7.085875,-0.007140482,5.496639953,8.221230403,SP2,0.89231,4.4214375,7.553243726,161.0557,161.0557,1.08297906,161.4,0.250416329,0,0,0
602,180_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))Cl,9,TRUE,FALSE,6.09944,2,7.828375,-0.006198819,5.687637371,8.445469722,SP2,0.88058,4.7926875,7.565276733,165.777,165.777,1.081788961,164.9,1.089891755,0,0,0
603,181_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(F)c([H])c1([H]),8,TRUE,FALSE,6.09425,2,6.821625,0,5.51728811,8.244942464,SP2,0.89324,4.2893125,7.553764411,160.5484,160.5484,1.083180431,161.1,-0.449147224,0,0,0
604,181_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(F)c([H])c1([H]),7,TRUE,FALSE,6.10796,2,6.83,-0.011484928,5.497101768,8.221727439,SP2,0.89329,4.2935,7.553247868,161.2565,161.2565,1.08277102,161.4,0.136679756,0,0,0
605,181_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(F)c([H])c1([H]),9,TRUE,FALSE,6.15802,2,6.804875,-0.010631146,5.772115666,8.544534693,SP2,0.87874,4.2809375,7.57083381,163.2262,163.2262,1.082134801,162.6,1.684944059,0,0,0
606,182_NWChem_1JCH_mulliken,[H]C=1OC([H])=C([H])C(=O)C=1([H]),7,FALSE,FALSE,6.19177,2,6.437125,-0.366721702,6.049492692,8.867096232,SP2,0.86717,4.0970625,7.58902401,169.3833,169.3833,1.081729311,168.8,-1.099489009,0,0,0
607,182_NWChem_1JCH_mulliken,[H]C=1OC([H])=C([H])C(=O)C=1([H]),8,FALSE,FALSE,5.89709,2,5.963125,0.059259992,6.374019155,9.25694565,SP2,0.87189,3.8600625,7.721513044,196.8178,196.8178,1.080997074,199.5,-3.624532655,0,0,0
608,184_NWChem_1JCH_mulliken,[H]C=1C(=O)N([H])C(=O)N([H])C=1([H]),10,FALSE,FALSE,5.90239,2,6.541875,-0.02493955,5.906982212,8.70551797,SP2,0.88328,4.1494375,7.633749592,176.5412,176.5412,1.081936118,180.5,-1.965787918,0,0,0
609,184_NWChem_1JCH_mulliken,[H]C=1C(=O)N([H])C(=O)N([H])C=1([H]),11,FALSE,FALSE,6.21214,2,6.623,-0.342254119,6.047173654,8.866054971,SP2,0.87279,4.19,7.589358793,178.6942,178.6942,1.078529775,176.5,0.095475748,0,0,0
610,185_NWChem_1JCH_mulliken,[H]C1=C([H])C(=O)C([H])=C([H])C1(=O),a9,FALSE,FALSE,6.13154,2,6.911125,0,5.893848882,8.684569435,SP2,0.86198,4.3340625,7.577428974,169.0851,169.0851,1.083731194,168.4,-1.279569739,0,0,0
611,186_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1(=O),a9,FALSE,FALSE,6.07937,2,6.66575,0,5.350924469,8.047625877,SP2,0.88513,4.211375,7.525758348,156.4455,156.4455,1.086748501,157.5,-3.527822176,0,0,0
612,186_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1(=O),a8,FALSE,FALSE,6.15594,2,6.74625,0,5.798405848,8.575106755,SP2,0.87217,4.251625,7.57267716,164.517,164.517,1.084231895,162.3,-2.228996913,0,0,0
613,187_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C1(=O),a8,FALSE,FALSE,6.06342,2,6.303,0,5.354177977,8.051225169,SP2,0.88639,4.03,7.52582453,164.5538,164.5538,1.083979752,166.2,6.799516995,0,0,0
614,187_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C1(=O),a7,FALSE,FALSE,6.14785,2,6.3835,0,5.79859503,8.575297622,SP2,0.87743,4.07025,7.572678699,172.0227,172.0227,1.081291324,170.4,9.719215536,0,0,0
615,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),18,TRUE,FALSE,6.10226,2,7.762398438,0,5.500457376,8.226565398,SP2,0.8884,4.759699219,7.553354993,161.243,161.2434,1.083462884,163.5,-0.127023696,0,0,0
616,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),17,TRUE,FALSE,6.10226,2,7.762398438,0,5.500457376,8.226565398,SP2,0.8884,4.759699219,7.553354993,161.2438,161.2434,1.083462758,163.5,-0.127198624,0,0,0
617,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),25,FALSE,FALSE,6.11042,2,7.692367188,0.001354195,5.467589665,8.188203514,SP2,0.89278,4.724683594,7.551387266,161.396,161.39615,1.084098096,163.5,-0.778167552,0,0,0
618,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),24,FALSE,FALSE,6.1104,2,7.692367188,0.001354195,5.467589665,8.188203514,SP2,0.89279,4.724683594,7.551387266,161.3963,161.39615,1.084097079,163.5,-0.777618535,0,0,0
619,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),19,TRUE,FALSE,6.11553,2,8.686421875,0,5.58343708,8.322555384,SP2,0.85931,5.221710938,7.557623913,166.6458,166.6461,1.082504857,165.5,-0.249613773,0,0,0
620,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),16,TRUE,FALSE,6.11545,2,8.686421875,0,5.58343708,8.322555384,SP2,0.85929,5.221710938,7.557623913,166.6464,166.6461,1.082503811,165.5,-0.250155838,0,0,0
621,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),23,FALSE,FALSE,6.14805,2,8.546359375,-0.001354195,5.414105505,8.121694099,SP2,0.85627,5.151679688,7.529649076,171.9538,171.9561,1.082290626,165.5,0.553985324,0,0,0
622,188_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C(=O)C3([H])(C([H])=C([H])C([H])=C([H])C3([H])(C2(=O))),22,FALSE,FALSE,6.14803,2,8.546359375,-0.001354195,5.414105505,8.121694099,SP2,0.85625,5.151679688,7.529649076,171.9584,171.9561,1.082291191,165.5,0.552781043,0,0,0
623,200_NWChem_1JCH_mulliken,[H]C(C(=O)OC([H])([H])[H])=C([H])[H],7,FALSE,FALSE,6.18611,1,4.8850625,-0.019244927,5.25911311,7.935973458,SP2,0.89045,3.32103125,7.503223286,159.0685,159.0685,1.083428806,161,-1.580005791,0,0,0
624,200_NWChem_1JCH_mulliken,[H]C(C(=O)OC([H])([H])[H])=C([H])[H],8,FALSE,FALSE,6.18611,1,4.8850625,-0.019244927,5.25911311,7.935973458,SP2,0.87486,3.32103125,7.503223286,161.8905,161.8905,1.082554065,159,-0.905760602,0,0,0
625,200_NWChem_1JCH_mulliken,[H]C(C(=O)OC([H])([H])[H])=C([H])[H],6,FALSE,FALSE,6.15503,2,5.869125,0.019244927,6.004705109,8.816524263,SP2,0.87367,3.8130625,7.586357247,165.2833,165.2833,1.083254428,162,-4.941515594,0,0,0
626,201_NWChem_1JCH_mulliken,[H]C([H])=C(Cl)Cl,4,FALSE,FALSE,6.15469,1,5.869,-0.082758915,5.540352123,8.270855617,SP2,0.8732,3.813,7.522643223,168.5046,168.5046,1.080964888,178,-0.560845814,0,0,0
627,208_NWChem_1JCH_mulliken,[H]C(=O)N([H])[H],3,FALSE,FALSE,5.61767,2,3.698,0.049642073,7.504911369,10.56514998,SP2,0.94431,2.7275,7.916768741,191.1749,191.1749,1.104168273,191.2,-4.800095826,0,0,0
628,209_NWChem_1JCH_mulliken,[H]C(=O)OC([H])([H])[H],4,FALSE,FALSE,5.58331,2,3.70325,0.054067511,8.064967184,11.2029577,SP2,0.90046,2.730125,8.010433263,226.0862,226.0862,1.097360425,226.2,-5.846614364,0,0,0
629,60_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])([H])[H],a6,FALSE,FALSE,6.23771,1,4.52975,0,5.184603292,7.847030815,SP2,0.90714,3.143375,7.500172195,153.2648,153.2648,1.085802468,157,-1.464683657,0,0,0
630,60_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])([H])[H],a4,FALSE,FALSE,6.07367,2,5.1585,0,5.250143567,7.925377204,SP2,0.89025,3.45775,7.519870149,153.8063,153.8063,1.08670838,151.9,-5.060689418,0,0,0
631,60_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])([H])[H],a5,FALSE,FALSE,6.23771,1,4.52975,0,5.184603292,7.847030815,SP2,0.89648,3.143375,7.500172195,159.7275,159.7275,1.083613999,153.5,-1.914003839,0,0,0
